genres,release_year,popularity,budget,runtime,vote_count,vote_average,revenue
Comedy|TV Movie|Romance,2015,0.231337,0,84,19,7,0
Documentary|Music,2015,0.22758,0,101,77,7.7,0
Drama,2015,0.22537,0,86,19,6.1,0
Drama,2015,0.224797,0,90,29,6.2,0
Comedy,2015,0.222636,0,85,47,6.6,0
Documentary,2015,0.221502,0,105,33,6.8,0
Documentary,2015,0.220751,0,98,37,8.2,0
Mystery|Thriller|Horror|Science Fiction,2015,0.133809,0,89,14,6.1,0
Drama|Romance,2015,0.219603,0,97,12,6.2,30400
Thriller|Horror|Science Fiction,2015,0.218787,0,77,14,5.6,0
Horror,2015,0.218528,0,0,52,5,0
Horror|Science Fiction|Thriller,2015,0.21789,0,86,36,4.3,0
Comedy|Drama|Romance,2015,0.355707,0,124,11,7,0
Drama|Thriller|Horror,2015,0.217288,0,90,77,5.8,0
Horror|Science Fiction|Thriller,2015,0.215864,0,110,90,5,0
Romance|Music|TV Movie|Comedy,2015,0.215386,0,83,12,5.5,0
Horror,2015,0.214563,0,99,21,3.3,0
Horror,2015,0.212872,0,90,17,2.6,0
Drama|Music,2015,0.21254,0,112,42,6.2,0
Horror,2015,0.211768,0,90,11,4.9,0
Documentary|Music,2015,0.209036,0,132,15,7.6,0
Science Fiction|Comedy|Animation|Family,2015,0.208491,0,5,33,7.7,0
Thriller|Horror,2015,0.230913,0,86,18,4.9,0
Drama|Comedy,2015,0.207366,0,86,25,6.4,0
Documentary,2015,0.207133,0,90,47,6.9,0
Documentary,2015,0.206155,650000,93,49,6.5,0
Documentary,2015,0.205318,0,83,14,6.7,0
Comedy,2015,0.204356,0,96,26,4,0
Mystery|Horror|Comedy,2015,0.203224,0,95,18,6,0
Drama,2015,0.299226,0,101,12,5,0
Documentary,2015,0.201696,0,135,19,7.8,0
Science Fiction|Horror,2015,0.260306,0,84,14,4,0
Mystery|Comedy,2015,0.335255,0,80,89,5.9,1100000
Crime,2015,0.19957,2500000,110,11,4.7,0
Comedy|Action|Adventure,2015,0.198261,0,84,67,5.3,0
Documentary,2015,0.197788,0,153,14,5.5,0
Thriller|Crime,2015,0.197239,0,106,19,6.4,0
Drama|Science Fiction|Thriller,2015,0.195324,0,85,11,5.3,0
Action|Crime|Drama|Thriller,2015,0.253157,0,95,31,5.5,0
Comedy,2015,0.193323,0,105,32,5.1,104507
Comedy,2015,0.193063,0,85,14,4.8,0
Drama|Thriller|Science Fiction,2015,0.19254,0,100,18,5.3,0
Drama|Family,2015,0.191534,0,102,13,7,0
Thriller|Action|Adventure|Crime,2015,0.189135,0,95,21,5,0
Action|Comedy|Science Fiction,2015,0.28365,0,86,31,5.2,0
Action,2015,0.270408,0,90,13,4,0
Thriller|Drama,2015,0.334085,0,90,21,3.1,0
Horror|Science Fiction,2015,0.13631,9500000,87,17,4.7,0
Action|Comedy|Romance,2015,0.181987,0,82,11,5.4,0
Crime|Action,2015,0.179636,0,97,10,4.6,0
Comedy|TV Movie|Animation|Science Fiction,2015,0.087904,3000000,70,27,7.4,0
TV Movie|Drama,2015,0.176744,0,0,11,5.4,0
Thriller|Horror|Mystery,2015,0.176463,0,76,20,4.2,0
Drama|Music,2015,0.253949,3400000,118,32,6.9,0
Drama,2015,0.172245,0,109,21,6.2,6921
Comedy|Horror,2015,0.170743,0,90,13,6.1,0
Horror|Animation|Mystery,2015,0.170566,0,73,11,5.4,0
Drama,2015,0.731022,3000000,120,57,6.9,67790117
Drama|Thriller,2015,0.168354,0,90,25,4.4,0
Drama,2015,0.129455,0,14,15,7.2,0
Comedy|Drama,2015,0.16414,0,101,10,7.4,0
Documentary|Music,2015,0.162526,0,106,31,7.5,0
Romance|Comedy,2015,0.162465,0,102,36,5.2,0
Thriller,2015,0.158311,0,109,14,6.2,0
Thriller|Horror,2015,0.158021,0,90,10,3.5,0
Comedy,2015,0.157172,0,57,17,7.5,0
Drama,2015,0.156851,0,93,24,3.5,0
Romance|Drama|Music,2015,0.154161,0,90,18,4.7,0
Drama,2015,0.153023,0,94,12,6.9,0
Music|Documentary,2015,0.150713,0,82,13,6.4,0
Action|Crime|Drama|Thriller,2015,0.14964,1000000,110,13,5.7,0
Horror,2015,0.14811,0,80,30,3.5,0
Drama|Horror,2015,0.147319,0,87,11,6.2,0
Horror,2015,0.146266,0,82,10,6.2,0
Science Fiction|Horror,2015,0.145945,0,84,22,4.1,0
Action|Science Fiction,2015,0.145489,0,88,13,5.7,0
Romance|Drama,2015,0.270378,0,84,182,5.5,0
Documentary,2015,0.144639,0,96,27,7,0
Drama,2015,0.143703,0,81,12,6.7,0
Documentary,2015,0.143042,0,94,22,7,0
Drama|History|Thriller|Science Fiction,2015,0.142759,1300000,91,11,5.3,0
Horror|Documentary,2015,0.121594,0,90,58,5.7,28281
Comedy|Drama,2015,0.266117,0,87,102,7,0
Thriller|Horror,2015,0.139527,0,85,19,3.9,0
Drama|Thriller,2015,0.139356,0,99,14,4.9,0
Action|Adventure|Science Fiction,2015,0.138353,0,14,93,7.4,0
Romance|Comedy|Drama,2015,0.138068,0,90,18,5.8,0
Drama|Comedy,2015,0.236145,0,82,25,5.6,0
Documentary,2015,0.137772,0,92,39,7.6,0
Drama,2015,0.137133,0,105,65,6.2,0
Fantasy|Adventure|Comedy,2015,0.136098,0,77,44,6.5,0
Romance|Comedy|Drama|Mystery,2015,0.135554,0,128,13,5.7,0
Documentary,2015,0.135074,0,82,17,5.7,0
Romance|TV Movie,2015,0.133921,0,90,10,7.6,0
Horror,2015,0.131739,0,81,12,4.2,0
Drama,2015,0.129104,0,91,49,7.3,0
Mystery|Horror|Thriller,2015,0.127432,0,95,12,3.5,0
Comedy,2015,0.126594,0,71,14,6.6,0
Thriller,2015,0.126187,0,95,27,5.8,0
Drama,2015,0.124784,0,85,23,5.2,0
Documentary,2015,0.124481,0,79,33,7.2,0
Documentary,2015,0.122543,0,90,12,8,0
Thriller|Mystery|Drama|Horror,2015,0.137954,3000000,90,29,4.1,0
Documentary,2015,0.114264,0,88,11,8.9,0
Music|Drama|Documentary|Crime,2015,0.11303,0,100,53,7.2,0
Mystery|Drama,2015,0.112284,0,168,37,7.7,0
Comedy|Horror,2015,0.11096,0,84,27,5.5,0
Horror|Thriller,2015,0.110431,0,81,15,3.2,0
Comedy,2015,0.110136,0,85,31,7,0
Drama|Romance|Comedy,2015,0.11004,0,95,22,7.4,0
Documentary,2015,0.109689,0,103,23,7,0
Horror,2015,0.138559,0,86,10,2.4,0
Drama,2015,0.10808,0,120,33,6.2,0
Documentary|Science Fiction,2015,0.108072,0,25,12,7.5,0
Thriller|Drama,2015,0.106757,0,95,10,4.2,0
Thriller|Documentary,2015,0.106091,0,96,19,8.2,0
Documentary,2015,0.213957,0,90,36,7.5,0
Horror,2015,0.101543,0,87,10,5.1,0
Drama|Science Fiction|Comedy,2015,0.068741,0,60,31,8,0
Documentary,2015,0.101426,0,106,14,7.3,0
Thriller|Drama|Action|Crime,2015,0.101155,0,80,44,5.3,0
Comedy|Romance,2015,0.10091,0,105,14,6.5,0
Family|Action|Drama,2015,0.099678,0,156,20,6.3,0
Horror,2015,0.09779,0,91,17,3.8,0
Thriller|TV Movie|Science Fiction|Drama,2015,0.031635,0,246,21,6.2,0
Thriller|Mystery|Horror|Fantasy,2015,0.097214,0,98,33,5.4,0
Comedy|Drama|Romance,2015,0.096624,0,89,149,6,0
Mystery|Drama|History|Family|Thriller,2015,0.096299,0,94,13,5.1,0
Horror,2015,0.093462,0,90,10,4.6,0
Music|Documentary,2015,0.093212,0,54,11,7.3,0
Horror|Thriller,2015,0.100069,0,88,20,5.2,0
Animation|Comedy|Family,2015,0.090238,0,52,12,5.5,0
Comedy,2015,0.090045,0,92,19,6.7,0
Crime|Thriller|Action|Horror,2015,0.088912,0,79,17,4,0
Drama|Horror,2015,0.088764,0,90,10,5.3,0
Drama,2015,0.083912,1900000,89,11,7.4,0
Thriller|Adventure|Drama,2015,0.283128,0,104,25,6.5,0
Comedy,2015,0.082569,0,16,10,6.1,0
Comedy,2015,0.082444,0,65,35,7.7,0
Documentary,2015,0.081956,0,89,82,6.9,1301696
Action|Drama,2015,0.156386,0,95,13,5.3,0
Comedy,2015,0.08182,0,58,35,7.1,0
Drama,2015,0.080974,0,80,19,4.8,0
Documentary,2015,0.080754,0,73,24,7.8,44695
Drama,2015,0.079491,0,90,11,3.8,0
Drama|Horror,2015,0.078363,0,111,10,3.8,0
Romance|Comedy,2015,0.077836,0,96,17,6,0
Thriller|Crime|Documentary,2015,0.077252,0,85,15,6.7,0
Drama,2015,0.076109,13500000,129,14,5.6,187674
Horror|Thriller|Science Fiction,2015,0.190385,0,81,11,5.9,0
Drama|Horror|Thriller,2015,0.073883,0,78,20,5,0
Comedy|Drama,2015,0.070776,10,18,15,3.3,0
Documentary,2015,0.062536,0,103,39,7.8,0
Thriller|Drama|Fantasy,2015,0.061776,0,90,11,5,0
Documentary,2015,0.0608,0,95,25,7.2,0
Drama|TV Movie,2015,0.059943,0,84,13,6.9,0
Thriller|Drama,2015,0.055242,0,99,11,4.6,0
Documentary,2015,0.054828,0,64,13,6.8,0
Documentary,2015,0.052542,0,90,11,6,0
Romance|War|Documentary|Drama,2015,0.052217,0,30,14,5.6,0
Horror,2015,0.028725,0,0,11,4.6,0
Documentary|History,2015,0.051262,1000000,87,48,7.2,0
Action,2015,0.051107,0,90,22,5.9,0
Music|Drama,2015,0.049351,0,84,13,5.7,0
Drama|Thriller|Horror|Mystery,2015,0.048863,0,93,20,4.9,0
Science Fiction|Action|Animation,2015,0.047256,0,7,29,7.6,0
Drama|Comedy,2015,0.046453,0,97,15,4.9,0
Comedy,2015,0.03884,0,90,23,5.2,0
Comedy,2015,0.038804,0,92,14,6,0
Thriller|Science Fiction,2015,0.037487,0,80,12,4.7,0
Science Fiction|Comedy,2015,0.037147,0,90,18,3.9,0
Comedy,2015,0.036987,0,110,16,6.3,0
Comedy,2015,0.079539,0,95,12,4,0
Family|Documentary,2015,0.034534,0,90,54,7.4,0
Documentary,2015,0.033378,0,240,72,8.4,0
Thriller|Mystery|Horror|Drama,2015,0.056244,2000000,89,11,4.2,0
Animation|Comedy|Science Fiction,2015,0.032678,0,17,47,8.2,0
Documentary,2015,0.030819,0,109,17,6.4,0
Drama,2015,0.030113,0,81,13,6.8,0
Drama|Thriller,2015,0.030005,0,98,17,6.5,0
Thriller,2015,0.028082,0,88,14,5.5,0
Drama|Comedy,2015,0.026797,0,0,20,6.6,0
Horror|Comedy|Drama,2015,0.025288,0,97,11,6.1,13684
Drama|TV Movie,2015,0.025252,0,90,11,7,0
Science Fiction|Mystery|Horror|Thriller,2015,0.023026,0,102,15,4.5,0
,2015,0.129696,0,90,13,5,0
Horror,2015,0.019804,0,91,19,4.2,0
Documentary,2015,0.019133,0,85,16,6,0
Documentary,2015,0.018224,0,93,10,6.8,0
Comedy|Drama|Family,2015,0.017625,0,119,10,6.5,732655
Comedy,2015,0.01705,0,62,19,6.7,0
Documentary,2015,0.014647,0,88,20,6.7,0
Documentary,2015,0.030371,0,90,10,6.7,0
Documentary,2015,0.00392,0,107,11,6.1,0
Adventure|Drama|Science Fiction,2014,24.949134,165000000,169,6498,8,621752480
Action|Science Fiction|Adventure,2014,14.311205,170000000,121,5612,7.9,773312399
Action|Adventure|Science Fiction,2014,12.971027,170000000,136,3848,7.6,714766572
Action|Thriller,2014,11.422751,20000000,101,2712,7,78739897
Science Fiction|Adventure|Thriller,2014,10.739009,125000000,123,3590,6.6,752100229
Adventure|Fantasy,2014,10.174599,250000000,144,3110,7.1,955119788
Adventure|Family|Animation|Action|Comedy,2014,8.691294,165000000,102,4185,7.8,652105443
History|Drama|Thriller|War,2014,8.110711,14000000,113,3478,8,233555708
Action|Mystery|Science Fiction|Thriller,2014,7.137273,34000000,113,3425,7,348319861
Drama|Comedy,2014,6.907148,18000000,119,2801,7.3,103215094
Mystery|Thriller|Drama,2014,6.438727,61000000,145,3720,7.9,369330363
War|Drama|Action,2014,6.415818,68000000,135,2572,7.4,211817906
Adventure|Comedy|Fantasy|Family,2014,6.286692,127000000,97,1111,6.1,349424282
Action|Science Fiction|Thriller,2014,6.14502,85000000,139,3038,6.9,288747895
Action|Adventure|Fantasy|Science Fiction,2014,6.052479,250000000,131,4006,7.6,746000000
Action|Science Fiction,2014,5.947136,40000000,89,3699,6.3,463360063
Science Fiction|Action|Adventure|Fantasy|Comedy,2014,5.787396,125000000,101,1836,5.8,477200000
Comedy,2014,5.701683,40000000,97,1150,5.3,126069509
Crime|Drama|Thriller,2014,5.522641,8500000,117,2087,7.6,38697217
Science Fiction|Action|Adventure,2014,4.983782,210000000,165,2161,5.9,245500000
Comedy|Drama,2014,4.93082,30000000,99,2802,7.9,174600318
Drama|Music,2014,4.780419,3300000,105,2372,8.2,13993093
Science Fiction|Action|Drama|Thriller,2014,4.452507,170000000,130,2625,7.4,708200000
Thriller|Action|Crime,2014,4.145209,55000000,132,2100,7.2,192330738
Comedy,2014,4.105685,42000000,108,1033,6.1,106645357
Action|Adventure|Fantasy,2014,4.101979,200000000,142,2813,6.6,705717432
Action|Science Fiction,2014,3.990452,178000000,113,3267,7.7,370541256
Action|Comedy,2014,3.989231,44000000,112,1657,6.1,11305175
War|Action,2014,3.863074,58800000,134,3004,7.5,542307423
Adventure|Drama|Action,2014,3.81374,140000000,153,1377,5.6,268031828
Action|Science Fiction|Thriller,2014,3.689601,160000000,123,2169,6.2,529076069
Fantasy|Adventure|Action|Family|Romance,2014,3.582315,180000000,97,2928,7,758410378
Crime|Action|Thriller,2014,3.573028,15000000,108,481,6,32556119
Horror,2014,3.489314,5000000,89,569,4.9,102529779
Fantasy|Action|Adventure|Animation|Comedy,2014,3.489106,145000000,102,2152,7.7,609123048
Thriller|Horror,2014,3.393741,2000000,100,1003,6.6,13500000
Action|Adventure|Thriller,2014,3.34625,90000000,127,1275,6.2,206172544
Adventure|Fantasy|Animation|Comedy|Action,2014,3.327799,60000000,100,2268,7.5,469160692
Thriller,2014,3.280948,13000000,108,291,6.4,0
Adventure|Fantasy,2014,3.260581,95000000,102,675,5.1,114178613
Drama|Romance,2014,3.170271,15000000,123,1960,7.8,121201940
Comedy,2014,3.14993,17000000,104,912,6.4,136621271
Horror|Action|Drama|Fantasy|War,2014,3.028769,70000000,92,1666,6.1,215529201
Family|Animation|Adventure|Comedy,2014,3.007018,132000000,92,939,6.5,373552094
Fantasy|Comedy|Music,2014,2.996038,50000000,125,1095,5.6,212902372
Action|War,2014,2.979181,110000000,102,1664,6.1,337580051
Drama|Science Fiction,2014,2.881991,25000000,94,1151,6.3,66980456
Crime|Comedy|Action,2014,2.805019,50000000,112,2416,7,188441614
Crime|Drama|Mystery|Thriller,2014,2.777996,28000000,113,823,6.2,53181600
Comedy,2014,2.721864,55000000,95,606,7.1,259207227
Drama,2014,2.692691,7000000,102,255,6.1,2360281
Comedy,2014,2.67235,11000000,115,866,7.2,45967935
Horror|Thriller,2014,2.611251,9000000,104,1126,6.6,108782847
Thriller|Action|Science Fiction,2014,2.601775,16000000,110,253,3.8,19682924
Drama,2014,2.595951,4000000,164,1343,7.6,44349000
Action|Thriller|Crime|Drama,2014,2.576396,20000000,125,384,6.4,12007070
Action|Adventure,2014,2.549403,100000000,99,1215,5.6,243400000
Drama|Adventure,2014,2.526779,125000000,139,1589,5.5,362637473
Drama,2014,2.523101,50000000,141,974,7.2,83719388
Action|Comedy|Crime,2014,2.493306,12000000,96,52,4,0
Comedy,2014,2.445165,40000000,117,720,6.7,123494610
Comedy,2014,2.376309,18000000,96,1829,6.2,268157400
Drama,2014,2.361267,11000000,106,856,7.2,78874843
Romance|Drama|Music,2014,2.303556,45000000,112,421,6.7,86165646
Comedy|Romance,2014,2.295091,0,102,904,7.6,4439431
Romance|Drama,2014,2.293859,12000000,125,2389,7.8,305151265
Science Fiction|Drama,2014,2.260131,0,106,652,7.5,336472
Action|Comedy,2014,2.165462,25000000,99,634,6.1,153997819
Thriller,2014,2.161064,0,112,218,5.8,1075178
Comedy|Romance|Crime|Drama|Mystery,2014,2.160156,20000000,148,552,6.3,11110975
Action|Drama|Thriller,2014,2.141491,60000000,105,873,5.9,50549107
Action|Thriller|Mystery,2014,2.136758,50000000,106,1648,6.8,222809600
Science Fiction|Thriller,2014,2.116264,5500000,97,1136,7.2,3000000
Thriller|Science Fiction,2014,2.103532,7000000,110,436,5.4,0
Action|Adventure|Fantasy,2014,2.078514,0,93,29,5.3,0
Drama|Crime,2014,1.957672,12600000,106,583,6.6,18658381
Science Fiction|Action,2014,1.940735,120000000,102,1709,5.7,239379423
Thriller|Science Fiction|Drama|Mystery,2014,1.904422,100000000,119,1555,5.9,103039258
Comedy|Romance,2014,1.900038,40000000,109,1056,6.2,196781193
Animation|Adventure|Family,2014,1.894706,145000000,92,592,6.8,272912430
Comedy,2014,1.875208,0,88,32,4.7,0
Crime|Thriller,2014,1.840817,65000000,102,857,6.2,39407616
Adventure|Animation|Family,2014,1.827148,0,77,177,7,0
Animation|Adventure|Comedy|Family,2014,1.811692,103000000,102,659,6.5,500188435
Comedy,2014,1.805954,40000000,110,790,5.5,169837010
Mystery|Thriller,2014,1.7894,0,92,470,6.1,15060457
War|Drama|History|Action,2014,1.779861,70000000,118,1083,5.7,154984035
Drama|War,2014,1.769987,65000000,137,981,7.2,163442937
History|Drama,2014,1.754707,20000000,127,580,7.5,66787908
Drama,2014,1.737699,4900000,138,389,8,3494070
Thriller|Romance,2014,1.655717,17000000,120,180,6.2,0
Animation|Family,2014,1.649733,0,78,190,6.5,20300000
Drama,2014,1.649321,15000000,115,677,6.9,52501541
Action|Adventure|History|Romance|Drama,2014,1.638781,130000000,105,837,5.1,117831631
Drama|Romance,2014,1.63015,26000000,117,535,7.2,35926213
Music|Comedy|Drama|Family,2014,1.58801,65000000,119,331,6.1,133821816
Horror|Thriller,2014,1.570083,0,112,247,6.6,0
Romance|Animation|Adventure|Comedy|Family,2014,1.545055,50000000,95,531,7.3,97437106
Comedy,2014,1.542392,13000000,102,531,7.1,54837234
Action|Crime|Drama|Thriller,2014,1.541069,66000000,130,1117,6.2,203277636
Romance|Comedy,2014,1.53689,0,86,466,6.3,18612
Thriller|Crime|Action,2014,1.466453,0,90,121,5.2,0
Drama,2014,1.449046,22000000,122,352,7.2,88880821
Animation|Comedy|Family|Fantasy,2014,1.440084,60000000,97,498,6.6,108255770
Drama,2014,1.398713,10000000,105,710,6.8,28883511
Thriller|Action,2014,1.394382,18000000,93,165,4.6,266586800
Adventure,2014,1.384508,0,115,258,6.3,1171559
Family|Animation|Fantasy,2014,1.37667,0,93,263,8,857522
Comedy|Action|Drama|Thriller|Fantasy,2014,1.375493,0,14,72,7.1,0
Thriller|Science Fiction,2014,1.319416,4000000,95,400,5.8,600896
Thriller|Drama,2014,1.315737,0,91,195,6.1,0
Action|Thriller,2014,1.3155,50000000,89,572,5.7,160602194
Action,2014,1.312103,25000000,98,87,4.4,0
Action|Drama|Thriller|Crime,2014,1.304588,28000000,113,668,6,0
Animation|Comedy|Adventure|Family,2014,1.240895,50000000,83,223,5.9,151165787
Thriller|Action|Drama|War,2014,1.220073,0,99,274,6.6,1625847
Action|Drama|Thriller|Crime,2014,1.214094,35000000,110,422,5.4,17508518
Comedy|Western,2014,1.211609,0,116,1074,5.9,0
Thriller|Crime|Drama,2014,1.197444,0,95,74,5.3,0
Comedy|Drama|Mystery,2014,1.196549,0,95,443,6.8,645186
Drama,2014,1.191423,1000000,111,232,6.7,0
Thriller,2014,1.146492,13200000,84,105,5.8,53830415
Drama,2014,1.142614,5000000,99,725,7.5,41797583
Horror|Thriller,2014,1.140302,5000000,93,501,6.1,40100000
Drama|Thriller,2014,1.136851,24000000,134,645,6.5,12096300
Comedy|Romance,2014,1.111485,0,94,171,5.6,0
Drama|Romance,2014,1.077877,20000000,103,357,6.6,34077920
Crime|Drama,2014,1.052381,12250000,100,164,6,2295423
Comedy|Romance,2014,1.041267,24000000,106,175,6.2,70181428
Drama|Romance|War,2014,1.039133,15000000,107,161,6.9,9104716
Thriller,2014,1.038367,0,96,175,5.4,4507463
Comedy,2014,1.027357,15000000,95,402,5.7,59209
Thriller|Mystery,2014,1.026924,0,91,629,6.6,3396726
Horror,2014,1.018115,6500000,99,827,5.6,255273813
Drama|Horror|Thriller,2014,1.014673,0,88,11,3.3,0
Family|Animation,2014,0.999341,0,79,14,5.6,0
Horror|Thriller,2014,0.989916,65000000,92,501,5.1,71154592
Comedy|Romance,2014,0.988081,8000000,94,713,6,26049082
Drama,2014,0.984445,0,100,240,6.4,0
Drama,2014,0.98174,27000000,109,207,6.5,28831145
Action|Crime|Drama,2014,0.979655,28000000,90,476,5.8,68896829
Drama|Thriller|Horror,2014,0.967846,2000000,93,1089,6.5,6676471
Comedy,2014,0.966048,20000000,97,381,5.1,100525432
Drama,2014,0.965197,0,106,42,6.5,0
Drama,2014,0.965064,0,102,190,5.4,176391
History|Drama|War,2014,0.956582,0,129,151,7,1822250
Action,2014,0.954807,10000000,94,116,4.3,0
Action|Crime|Thriller,2014,0.944954,3000000,87,20,4.4,0
Drama,2014,0.929125,0,90,208,6.7,5284309
Mystery|Drama|Action|Crime,2014,0.928771,0,93,19,6.3,0
Thriller,2014,0.926802,0,108,52,5.7,0
Drama|Fantasy|Mystery|Romance,2014,0.92537,60000000,118,327,5.9,30800231
Drama|Comedy,2014,0.920514,0,117,288,7.7,7523634
Romance|Comedy,2014,0.916578,0,100,279,6.1,0
Mystery|Thriller|Action,2014,0.916435,5000000,99,402,6.6,2367161
Western|Drama,2014,0.900955,0,103,30,6.1,0
Fantasy|Comedy|Drama,2014,0.897075,0,98,364,5.4,0
Crime|Thriller,2014,0.896627,0,90,263,6.7,258384
Comedy,2014,0.894732,0,99,102,5.5,0
War|Drama,2014,0.893121,22500000,112,287,6.8,15520023
Horror|Thriller,2014,0.890965,5000000,100,194,4.8,6833445
Comedy|Drama|Romance,2014,0.889247,0,97,464,6.3,32339326
Drama|Action,2014,0.887576,0,90,55,4.2,0
Family|Comedy,2014,0.876514,28000000,81,380,6.2,100654149
Drama|Comedy,2014,0.876066,19800000,103,377,6.5,41296320
Western|Drama,2014,0.870104,16000000,122,150,6.2,2429989
Action|Crime|Drama|Thriller,2014,0.86636,0,108,193,6.1,0
Drama|Thriller,2014,0.863235,0,109,153,6.3,427418
Thriller|Drama,2014,0.861117,0,93,217,6.4,200406
Animation|Comedy|Family|Adventure,2014,0.833734,0,85,233,5.4,0
Thriller|Action|Drama,2014,0.829686,9000000,96,33,5.6,0
Thriller|Action|Crime,2014,0.81219,0,101,130,5.1,0
Action|Adventure,2014,0.805839,8500000,90,261,5.2,7500000
Crime|Drama|Thriller,2014,0.800344,0,108,83,5,56574
Music|Drama,2014,0.797723,40000000,134,181,6.7,67347013
Comedy|Romance,2014,0.796721,12500000,100,165,5.8,49002684
Drama,2014,0.786398,25000000,124,182,6.6,38307627
Drama|Comedy,2014,0.778247,5500000,120,192,6.3,5483299
Comedy|Drama,2014,0.777096,6700000,87,76,7,1430655
Drama,2014,0.774259,0,97,24,3.5,0
Drama|Comedy,2014,0.766932,0,90,61,5,108808
Science Fiction|TV Movie,2014,0.763771,0,89,17,3.3,0
Drama|Romance|Comedy,2014,0.760779,0,89,319,6.3,37151
Thriller|Science Fiction|Drama,2014,0.757089,13300000,108,704,6,5380251
Comedy|Drama|Crime,2014,0.751773,6000000,107,323,6.3,3485127
Adventure|Drama|Comedy,2014,0.747577,0,114,207,6.9,1124445
Drama,2014,0.740796,22000000,138,61,5.8,67800064
Documentary,2014,0.73558,0,92,73,7.3,0
Thriller|Animation|Action|Crime,2014,0.72975,0,75,182,7.4,4571025
Comedy|Drama|Romance,2014,0.728025,6000000,90,129,6.5,15071
Animation,2014,0.72546,3500000,79,141,7,5155325
Drama|Fantasy|Science Fiction,2014,0.722877,8500000,107,232,5.7,770706
Horror|Comedy|Thriller,2014,0.722465,0,109,217,6.4,0
Thriller,2014,0.716104,0,103,66,5.3,0
Drama,2014,0.714661,15000000,115,94,6.2,30127963
Thriller|Drama|Action|Mystery,2014,0.708006,0,95,24,6.3,0
Animation|Family,2014,0.707208,0,22,169,6.9,0
Romance|Comedy|Animation|Drama|Family,2014,0.7057,0,6,318,8,0
Drama,2014,0.704138,0,90,24,5.5,0
Drama|Thriller,2014,0.699699,0,107,238,5.9,2146041
Thriller,2014,0.691851,0,88,28,4.3,0
Romance|Drama,2014,0.688635,30000000,103,138,5.7,0
Drama,2014,0.688179,2000000,91,23,5.2,48390
Drama|Comedy|Romance,2014,0.684152,0,96,99,6.2,0
Drama|Romance|Science Fiction,2014,0.680611,1000000,105,170,7.2,0
Action,2014,0.678616,5500000,91,57,5.7,0
Comedy,2014,0.676471,0,98,86,5.8,0
